listeners 			[-1.89336554e-05  1.99598316e+03  3.38021881e+01  2.01094059e-05]
interpreting 			[-1.38851305e-04  1.99093706e+03  1.50977452e+01  1.69423234e-04]
wartime 			[2.44035042e-05 2.00101725e+03 1.13459233e+01 2.70855316e-06]
surrounding 			[-8.21943960e-06  2.00293555e+03  2.18748174e+01  9.85018735e-06]
typically 			[ 1.76536114e-04  1.99735785e+03  1.54010317e-01 -1.67588972e-05]
million 			[3.20190891e-04 1.99571853e+03 4.46521852e+00 5.47204564e-05]
437 			[-3.57723218e-05  1.99090228e+03  1.30801176e+01  4.06217352e-05]
myth 			[-2.56345695e-05  1.99684476e+03  1.42380234e+01  2.77795807e-05]
senate 			[-2.25835994e-04  1.99397050e+03  2.59377264e+00  2.70622753e-04]
documents 			[-2.37864789e-05  1.99096609e+03 -2.31047332e+01  2.59534118e-05]
x 			[8.02913285e-05 1.99208080e+03 2.51027791e+01 1.16870043e-05]
watch 			[2.02566599e-05 1.99325966e+03 1.39531040e+00 4.23602052e-06]
sierra 			[-5.79618142e-05  1.98999577e+03  3.11089743e+01  6.10836404e-05]
395 			[-2.72617287e-05  1.99399183e+03  2.67239444e+01  3.33876044e-05]
aff 			[-4.64074989e-05  1.99505778e+03  1.18993088e+01  4.96870685e-05]
1972 			[-1.17854866e-04  1.99142364e+03  5.40333387e-01  1.42017078e-04]
dep't 			[-1.21331360e-04  1.99072859e+03  4.24922315e+00  1.29576035e-04]
afl-cio 			[-4.68664211e-05  1.98997125e+03  2.65061583e+01  5.20866844e-05]
petroleum 			[-1.01394486e-04  1.99097581e+03  1.59328654e+01  1.06090835e-04]
inst. 			[-7.53890175e-05  1.99081655e+03  1.74454037e+01  7.80743646e-05]
448 			[-9.32071350e-05  1.99091490e+03  1.17268968e+01  1.08280273e-04]
607 			[-5.69886688e-05  1.99094011e+03  1.33762030e+01  6.43137604e-05]
utility 			[7.85217510e-05 1.99247475e+03 4.76248576e+01 1.83964516e-05]
polluters 			[-3.42205564e-05  1.99613679e+03  8.95076703e-01  3.52370416e-05]
402 			[-3.32810272e-05  1.99119383e+03  1.05145804e+00  3.66266569e-05]
arguably 			[-3.36820408e-05  1.99015927e+03  1.08328931e+01  4.10665557e-05]
severity 			[7.43277986e-05 1.99698083e+03 2.95597489e+01 4.77788294e-06]
obstacles 			[-3.16400688e-05  1.99701782e+03  1.34649779e+01  3.78342127e-05]
trusted 			[2.42527039e-05 1.99490477e+03 1.01779887e+01 2.63036251e-06]
1958 			[-3.20546016e-05  1.99304522e+03  8.72165815e-01  3.75386741e-05]
defeat 			[-2.97692457e-05  1.99650925e+03  5.29940373e-01  3.38760551e-05]
domains 			[1.32956050e-04 2.00006781e+03 9.93258464e+00 1.09634270e-05]
primacy 			[-3.31176544e-05  1.99196587e+03  9.17848948e+00  3.82333825e-05]
s 			[2.65313236e-03 2.00066895e+03 4.26230240e-01 1.92913851e-05]
s.ct 			[-6.31949610e-05  1.99291986e+03  2.35917924e+01  6.62398588e-05]
480 			[-7.39453725e-05  1.99088724e+03  2.44812595e+01  7.88723460e-05]
marshall 			[-1.50780205e-04  1.99495917e+03  3.65336494e+00  1.71394174e-04]
damages 			[4.56414262e-04 1.99645605e+03 4.34570167e+01 2.43765678e-05]
ozone 			[6.15502655e-05 1.99800533e+03 2.08820194e+01 1.11333480e-05]
radiation 			[1.59005393e-05 1.99657801e+03 3.68533599e+01 2.49375299e-06]
464 			[-4.71909242e-05  1.98891649e+03  2.42779633e+01  5.31355126e-05]
347 			[-2.99860617e-05  1.99498333e+03  1.13439239e+01  3.46360232e-05]
397 			[-3.98098203e-05  1.99398273e+03  2.15760537e+01  4.78403116e-05]
eastern 			[-1.41577561e-04  1.99386382e+03  1.26853070e+01  1.64799631e-04]
426 			[-9.84920585e-05  1.98986769e+03  2.22953861e+01  1.09491964e-04]
490 			[-4.05481084e-05  1.99216912e+03  1.14384672e+00  4.57188922e-05]
exemptions 			[-4.42682803e-05  1.99100227e+03  2.43013507e+01  4.93095230e-05]
emergency 			[-3.07035702e-05  1.99085324e+03 -9.37187740e+00  3.29205668e-05]
webster 			[-4.17688564e-05  1.99499488e+03  1.83611613e+01  4.18940407e-05]
august 			[3.19180905e-04 1.99951626e+03 1.44682282e+00 9.38011156e-06]
348 			[-2.18746081e-05  1.99410700e+03  4.70926112e-01  2.52443298e-05]
additives 			[-6.38581041e-05  1.99056538e+03  3.10617866e+01  6.84179149e-05]
disposal 			[-1.43902955e-05  1.99695214e+03  1.13616558e+01  1.75943527e-05]
precision 			[1.31531726e-05 1.99608308e+03 1.01077911e+01 3.01916569e-06]
tradeoffs 			[7.83436027e-05 1.99572021e+03 3.31648839e+01 1.75708306e-05]
death 			[2.40733891e-04 1.99502268e+03 1.19244701e+01 4.56788906e-05]
reflections 			[-4.65911561e-05  1.98890507e+03  6.71581516e-01  5.19409162e-05]
bork 			[-9.10200203e-05  1.99456184e+03  1.19834717e+00  9.66686108e-05]
equivalent 			[5.52688398e-05 1.99269623e+03 9.20761714e-01 1.12902685e-05]
october 			[1.77058864e-04 2.00065916e+03 2.39936643e+00 1.21985328e-05]
jurors 			[ 8.83130354e-05  1.99604160e+03  1.93125143e+01 -1.05078164e-06]
polit 			[1.33136425e-05 1.99829324e+03 3.34563364e+01 1.30417480e-06]
r 			[7.32864289e-05 1.99707858e+03 2.49991960e+01 1.70880807e-05]
bankruptcy 			[-5.37385656e-05  2.00015075e+03 -1.01635358e+01  5.61776044e-05]
salary 			[2.90829589e-05 1.99901227e+03 2.92363680e+01 5.95732042e-06]
foreclose 			[-2.08610569e-05  1.99657396e+03  3.93957653e+01  2.49464839e-05]
apparently 			[1.12659072e-04 1.99022425e+03 7.77785983e-01 7.91682234e-06]
systematically 			[6.43692687e-05 1.99158756e+03 8.44915774e-01 4.67813853e-07]
id.at 			[1.74321269e-05 1.99733466e+03 4.52899516e+01 4.15875312e-06]
109 			[-1.72344553e-04  1.99088069e+03  2.59600277e+01  1.94156383e-04]
discharges 			[1.36616257e-05 1.99244676e+03 3.73217766e+01 1.44496904e-06]
construing 			[-6.56925231e-05  1.99095063e+03  2.36883668e+01  6.86516226e-05]
mode 			[-2.20644800e-05  1.99994680e+03  2.93417018e+00  2.29041471e-05]
employers 			[2.21969414e-04 1.99903195e+03 2.08423288e+01 5.50020484e-05]
july 			[1.99121161e-04 2.00050887e+03 1.42658276e+00 2.19913888e-05]
causation 			[-3.30176728e-04  1.98864522e+03  3.12440031e+01  3.49406645e-04]
roth 			[2.06575010e-05 1.99603178e+03 2.73981311e+01 1.92445180e-06]
harris 			[-4.01046913e-05  1.99273501e+03  1.71261139e+00  4.43141986e-05]
297 			[-3.38804264e-05  1.99440735e+03  6.44588517e-01  3.43866917e-05]
operations 			[1.54668351e-05 1.99531989e+03 5.85739151e-01 2.88812123e-06]
propositions 			[-2.37021624e-05  1.99915736e+03  1.02407441e+01  2.90018599e-05]
feminism 			[-1.84396153e-04  1.98890742e+03  2.59698403e+01  2.07734921e-04]
unmodified 			[-1.25000173e-04  1.98899534e+03  1.47955688e+01  1.31033454e-04]
citizenship 			[-1.19755914e-04  1.99485887e+03  9.32227274e-01  1.32461102e-04]
mcconnell 			[-4.55420435e-05  1.99161204e+03  1.36086885e+00  5.02002483e-05]
wrongful 			[8.66986019e-05 2.00311106e+03 2.79996146e+01 4.85882312e-06]
p 			[8.63726639e-05 1.99699383e+03 2.88258954e+01 5.19204809e-06]
2000 			[7.01996320e-04 1.99947162e+03 4.49437891e+00 3.12732295e-06]
537 			[-3.37306540e-05  1.98892692e+03  2.34464578e+01  4.01300919e-05]
edward 			[6.05534028e-05 1.99685396e+03 2.88100773e-01 4.21586998e-06]
conceived 			[ 3.39909968e-05  1.99831647e+03 -3.17766973e+00  7.19713744e-06]
scholars 			[2.35386391e-05 1.99186730e+03 9.22635862e+00 1.77956555e-06]
intriguing 			[2.55054183e-05 1.99090827e+03 1.88462739e+00 3.40477329e-06]
panel 			[3.33126094e-04 2.00207781e+03 3.02930957e+01 2.65528376e-05]
company 			[2.09605228e-04 1.99614781e+03 1.58170717e+01 4.25341342e-05]
sitting 			[1.05570655e-04 2.00204335e+03 2.78582176e+01 8.00684510e-06]
pick 			[1.73912658e-05 1.99310829e+03 1.11455231e+01 3.93291483e-06]
topic 			[6.21356076e-05 1.99578880e+03 1.24084051e+00 1.42808415e-05]
subjects 			[8.80860691e-05 1.99773655e+03 1.30947558e+01 1.59370922e-05]
half 			[ 6.43399748e-05  1.99484994e+03  1.83711348e-01 -1.40118249e-07]
graduate 			[1.63469066e-05 1.99693660e+03 1.02513652e+01 2.19387032e-06]
tomorrow 			[3.19351004e-05 2.00003438e+03 1.22136045e+01 1.77680371e-06]
frankfurter 			[-4.00429892e-05  1.99303699e+03  1.76293885e+01  4.62818354e-05]
speeches 			[-1.59251132e-05  1.99593686e+03  1.07235677e+01  1.86256588e-05]
modes 			[-2.32730541e-05  1.99770564e+03  9.32491863e-01  2.60570429e-05]
administering 			[3.57100345e-05 2.00213281e+03 1.28696002e+01 7.56744240e-06]
lion 			[-1.35701364e-05  1.99612575e+03  1.09577525e+01  1.66302512e-05]
appellate 			[2.74367633e-05 2.00103529e+03 1.83018669e+01 4.15484179e-06]
disagree 			[7.33678415e-05 1.99259298e+03 2.46694799e+00 1.74863221e-05]
table 			[9.61819293e-05 1.99505850e+03 1.23137717e+01 1.59296445e-05]
safer 			[2.54037574e-05 1.99504770e+03 1.89838094e+01 4.31963670e-06]
panels 			[1.39526025e-04 2.00203989e+03 2.32316984e+01 6.76774706e-06]
construe 			[-7.89734622e-05  1.99085610e+03  4.48355879e+00  8.82146236e-05]
count 			[1.05048906e-04 1.99200854e+03 3.10091626e-01 2.27182993e-05]
custom 			[3.02496215e-05 1.99902042e+03 1.85360284e+01 7.00043090e-06]
substitutes 			[1.79990524e-05 1.99267337e+03 2.11869589e+00 3.40198890e-06]
winter 			[-4.03236168e-05  1.99301539e+03  2.34600225e+01  4.44792610e-05]
disease 			[6.75037786e-05 1.99718304e+03 3.81303234e-01 1.02333215e-05]
voted 			[3.24931999e-05 1.99826136e+03 1.56322205e+00 5.24853072e-06]
web 			[1.82380535e-05 1.99910605e+03 4.21695849e+00 3.27761845e-06]
counting 			[2.36545761e-05 2.00044589e+03 4.75508887e+01 2.19125840e-06]
younger 			[9.36173462e-05 2.00200988e+03 1.44838040e+01 2.93085950e-06]
faculty 			[3.11692675e-05 1.98986816e+03 1.22856570e+01 6.22015063e-06]
stronger 			[3.71165315e-05 1.99297205e+03 5.91593898e-01 4.26434656e-06]
shares 			[6.57524790e-05 2.00305004e+03 1.00138321e+01 5.92997401e-06]
big 			[3.56202034e-05 1.99197704e+03 2.52519283e+01 5.19601985e-06]
want 			[2.47870713e-04 1.99084022e+03 2.81466974e-01 4.53280020e-05]
artificial 			[5.36844863e-05 2.00001142e+03 2.08681628e+01 1.30220741e-05]
thumb 			[3.06473538e-05 1.99810133e+03 5.32932492e-01 2.79721260e-06]
winning 			[3.02004502e-05 2.00026829e+03 8.13487454e-01 4.23863921e-06]
unobjectionable 			[-3.40491628e-05  1.99404667e+03  1.07452924e+01  3.88733426e-05]
mistakes 			[7.57507724e-05 1.99607848e+03 1.46721238e+01 1.35257425e-05]
interpreters 			[-3.09909830e-05  1.99457211e+03  8.43633753e-01  3.72845982e-05]
trust 			[7.15039071e-05 1.99603974e+03 1.05658823e+01 6.85372348e-06]
20 			[ 2.58257798e-04  1.99385440e+03  1.62981230e-01 -3.35900854e-05]
choose 			[3.73756459e-04 1.99998531e+03 2.14161896e-01 3.10412045e-05]
saving 			[6.84226284e-05 2.00217314e+03 2.82726039e+01 1.48973572e-05]
happen 			[5.12179013e-05 1.99598126e+03 6.34885740e-01 8.82098447e-06]
senator 			[-1.91104559e-05  2.00250429e+03  8.82817178e-01  1.59819580e-05]
cotton 			[1.93364728e-05 1.99603901e+03 1.24515133e+01 2.11727425e-06]
costbenefit 			[3.81224404e-05 1.99493696e+03 1.44047335e+01 1.66283115e-06]
adopting 			[3.93000854e-05 2.00297246e+03 7.46049648e-01 9.65792348e-06]
neglected 			[3.31171156e-05 1.99938003e+03 5.57785511e+00 3.65644020e-06]
signal 			[5.91927075e-05 1.99514526e+03 3.97178506e+00 7.46750488e-06]
learned 			[2.87391398e-05 1.99601792e+03 3.75725011e+01 6.32872456e-06]
texas 			[1.00080264e-04 2.00207545e+03 1.21561107e+01 1.95826131e-05]
expressing 			[1.33344285e-05 1.99058528e+03 3.69414040e-01 1.92331571e-06]
searching 			[3.15382205e-05 2.00202181e+03 4.06500366e+01 4.63999341e-06]
remaining 			[4.76988706e-05 2.00201216e+03 2.66238745e+01 7.65853722e-06]
chance 			[1.06479230e-04 1.99980508e+03 1.38822929e+00 2.41535433e-05]
particularized 			[-1.91027306e-05  1.99789292e+03  1.10535555e+01  2.21429959e-05]
scale 			[1.35582274e-04 1.99603456e+03 1.27726820e+01 1.68962769e-05]
gaps 			[-8.11709931e-05  1.99002136e+03  3.08306311e+01  9.81492915e-05]
friend 			[2.58015943e-05 1.99214091e+03 2.61931145e+01 6.37917852e-06]
figure 			[ 1.64681791e-04  1.99886435e+03  2.50736713e-01 -5.10473568e-06]
dying 			[2.82836449e-05 1.99510903e+03 2.51487056e+01 5.60953108e-06]
substances 			[-1.13935859e-04  1.99198223e+03  1.24710858e+01  1.38871671e-04]
send 			[-4.05088481e-05  1.99107626e+03  1.29483593e+01  4.68441294e-05]
sections 			[-1.43259616e-05  2.00194034e+03  9.63875232e+00  1.47363721e-05]
statistics 			[5.97861051e-05 2.00137629e+03 5.32537654e-01 1.17363689e-05]
games 			[2.25603179e-05 1.99608582e+03 5.78804635e-01 1.09429035e-06]
pornography 			[-3.94051997e-04  1.99532364e+03  1.53871710e+00  3.93952174e-04]
books 			[3.95510059e-05 1.99276665e+03 3.22790834e-01 6.06563490e-06]
harlan 			[-3.42022237e-05  1.99721598e+03  3.38213273e+00  3.51875898e-05]
thinks 			[6.32825200e-05 1.99318883e+03 5.82443381e-01 2.71207619e-06]
counts 			[5.86945811e-05 1.99103530e+03 2.97160376e+00 1.12310691e-05]
waive 			[3.36008372e-05 1.99942909e+03 3.30679607e+01 7.46247532e-06]
merit 			[9.39396591e-06 1.99105929e+03 9.70851166e+00 1.40033455e-06]
1930s 			[-2.46301939e-05  1.99287715e+03  1.81056475e+01  2.97893297e-05]
willing 			[3.72794735e-04 1.99998698e+03 4.04782590e-01 4.04953599e-05]
de 			[-2.04455372e-04  1.99006934e+03  1.45424888e+01  2.35015761e-04]
professors 			[6.09821843e-05 1.99814666e+03 2.69469178e+01 4.68456643e-06]
helps 			[1.24287041e-04 1.99032210e+03 8.27344522e-01 1.02950227e-05]
i.e. 			[2.95815310e-05 1.99740921e+03 3.91447225e+01 3.18080809e-06]
ruling 			[1.52219905e-04 2.00200914e+03 1.32989591e+01 3.48367508e-05]
prevail 			[-6.65205718e-05  1.99095586e+03  1.03174469e+01  7.58487033e-05]
471 			[-2.64417462e-05  1.99393446e+03  1.23499036e+01  3.20749461e-05]
401 			[5.09466293e-05 2.00202985e+03 1.63832007e+01 8.35365385e-06]
wade 			[-4.58676817e-05  1.99795766e+03  1.54771507e+01  5.50576932e-05]
modem 			[-1.15630840e-04  1.99647575e+03  7.42902980e+00  1.39523466e-04]
formed 			[-2.81217468e-05  1.99186651e+03  1.07594680e+01  3.45217863e-05]
bakke 			[-3.71947533e-05  1.99698709e+03  1.50838676e+01  3.80785815e-05]
compulsory 			[-1.29878674e-04  1.99093383e+03  2.55471976e+01  1.46700362e-04]
exploitation 			[-2.70297848e-05  1.99188130e+03  2.46616569e+01  3.34145037e-05]
lose 			[6.28452771e-05 1.99578236e+03 4.14413357e-01 6.56627910e-06]
subsidies 			[2.94008127e-05 1.98987535e+03 1.17895055e+01 3.08932034e-06]
paternalistic 			[5.08657231e-05 2.00201105e+03 1.93817973e+01 9.35487745e-06]
paternalism 			[2.51733043e-04 2.00207579e+03 2.59719470e+01 2.58429090e-05]
transfers 			[-5.80034802e-05  1.99065700e+03  6.43054968e+00  6.15020828e-05]
public-regarding 			[-5.62703143e-05  1.99087712e+03  2.43535485e+01  5.75824290e-05]
impermissibly 			[-3.77616110e-05  1.99399555e+03  1.20450650e+01  3.69431396e-05]
pluralism 			[-1.45307370e-04  1.98888327e+03  2.70167900e+01  1.62229975e-04]
readers 			[3.78641239e-05 1.99820488e+03 5.55105582e-01 9.16120622e-06]
damaging 			[2.16205177e-05 1.99089837e+03 8.97573725e+00 2.22996527e-06]
existed 			[-3.01555166e-05  1.99415208e+03  9.73718940e+00  3.71362583e-05]
bodily 			[-2.06113963e-05  1.99793286e+03  2.51728661e+01  2.53743634e-05]
messages 			[ 1.19533702e-05  2.00398622e+03 -2.90532146e+01 -4.15977880e-18]
owner 			[1.19947594e-05 1.99036955e+03 4.57987030e+01 2.16911715e-06]
abortions 			[-6.89202271e-05  1.99202501e+03  1.71958154e+01  7.71844840e-05]
fourteenth 			[-5.66477502e-05  1.99695990e+03  1.05037576e+01  6.97548295e-05]
goods 			[2.72305569e-04 1.99109576e+03 1.81311598e+00 1.73198744e-05]
conspicuously 			[-2.83421376e-05  1.99290459e+03  1.12803679e+01  3.37246953e-05]
ban 			[-2.21023707e-04  1.99088900e+03 -1.67313495e+00  2.42484855e-04]
invasions 			[2.04548592e-05 1.99502836e+03 4.27446408e+01 2.57498799e-06]
litigant 			[-6.59466792e-05  1.98840063e+03  2.96300332e-01  6.62624404e-05]
decree 			[-3.53364601e-05  1.99395491e+03  2.48937752e+01  4.03674103e-05]
wechsler 			[-3.33474396e-05  1.99299503e+03  1.46219837e+01  4.02950197e-05]
subordination 			[-1.42471500e-04  1.98992728e+03  2.58784136e+01  1.53848546e-04]
stereotypes 			[-2.94512805e-05  1.99499081e+03  3.64730613e+01  3.17013370e-05]
spouses 			[5.09509337e-05 2.00301391e+03 2.54917729e+01 4.67679857e-06]
military 			[1.85278939e-04 2.00101930e+03 1.67056229e+01 2.96819480e-05]
rape 			[-8.17039826e-05  1.99331561e+03  1.00624328e+00  9.15738222e-05]
disfavored 			[-1.71941044e-05  2.00203033e+03  2.57192426e-01  1.97564218e-05]
formation 			[-6.79522377e-05  1.99164601e+03  3.23720330e+01  7.94463673e-05]
biological 			[-4.03611609e-05  1.99424892e+03  1.96606029e+00  4.95492133e-05]
intentional 			[3.81180332e-05 1.99608677e+03 2.18719017e+01 3.94159100e-06]
anchor 			[2.55573440e-05 1.99649538e+03 5.01892676e+01 3.06811484e-06]
textual 			[-3.28107988e-05  1.99897684e+03  2.86912927e+01  3.95818624e-05]
evident 			[-3.06002172e-05  1.99927760e+03 -2.97657382e+00  3.71478834e-05]
productive 			[-2.84728530e-05  2.00097330e+03  1.09461131e+01  3.41725987e-05]
incurred 			[3.26823628e-05 1.99503468e+03 2.51066612e+01 4.89091248e-06]
second-order 			[5.07931675e-05 1.99001740e+03 2.78431333e+01 1.08465916e-05]
483 			[-2.68176578e-05  1.99493217e+03  9.88035748e+00  3.27577054e-05]
bowers 			[5.37565454e-05 2.00150893e+03 4.33454754e-05 5.77611405e-06]
adults 			[4.66846415e-05 2.00209839e+03 1.20737961e+01 7.69992420e-06]
landes 			[1.78957270e-04 2.00009559e+03 1.32048182e+01 6.27216168e-06]
adjustments 			[3.02508554e-05 1.99610616e+03 1.05105175e+01 3.29881727e-06]
tribe 			[-8.83194021e-05  1.99088816e+03  7.58636577e-01  9.63157893e-05]
allocations 			[7.41413029e-05 1.99706671e+03 3.23706939e+01 1.84287340e-05]
254 			[-1.86757007e-05  1.99495989e+03  3.77727311e+01  2.25780864e-05]
paul 			[5.57904141e-05 1.99198763e+03 2.14534610e+01 8.19717782e-06]
478 			[-4.99927845e-05  1.99446876e+03  3.67802653e+00  5.81342071e-05]
differentiation 			[-2.29313918e-05  1.99496958e+03  2.34492264e+01  2.29141258e-05]
racist 			[-2.57486943e-05  1.99392898e+03  3.17148332e+01  2.78670482e-05]
fetal 			[-2.87388652e-05  1.99295398e+03  1.45060540e+01  3.46475075e-05]
m 			[4.48900973e-05 1.99800343e+03 1.60486961e+01 6.44069904e-06]
desegregation 			[-3.43884279e-05  1.99387982e+03  1.09993453e+01  3.49264904e-05]
rationally 			[1.57107969e-05 1.99367460e+03 6.82600960e-01 3.88058755e-06]
tradition 			[-3.15265674e-04  1.99060496e+03  2.50907093e-01  3.67642205e-04]
writings 			[-4.25651687e-05  1.99591705e+03  1.10218598e+01  4.42022828e-05]
solidarity 			[1.40148710e-04 1.99900287e+03 1.45569961e+01 4.01790983e-06]
fishkin 			[2.02059123e-05 1.99805124e+03 1.40048458e+01 4.20024256e-06]
tragedy 			[-1.33495451e-05  1.99709045e+03  8.57145170e+00  1.60625186e-05]
underenforced 			[-3.85277901e-05  1.99177698e+03  1.88738351e+00  4.41180442e-05]
rossiter 			[-6.51521595e-05  1.99064468e+03  4.20984039e-01  6.44414799e-05]
lives 			[4.87856386e-04 1.99508817e+03 1.92428742e+01 7.45365613e-05]
libertarian 			[1.95525933e-04 2.00206572e+03 2.34484536e+01 4.11769465e-06]
confidence 			[7.84412053e-05 1.99699546e+03 2.60350509e+01 1.06613597e-05]
leaders 			[2.06212210e-05 1.99402459e+03 1.31732162e+01 4.49633601e-06]
sketch 			[1.22256826e-05 1.99381215e+03 6.97615238e-01 1.52595073e-06]
items 			[2.12175751e-05 1.99889825e+03 1.25316127e+00 4.09659371e-06]
objects 			[-8.50502451e-05  1.99397768e+03  3.07408466e+01  1.02246511e-04]
samuel 			[ 2.36744566e-05  1.99434683e+03  2.76493906e-01 -1.51003542e-07]
elaboration 			[-2.17217896e-05  1.99238858e+03  2.16033677e+00  2.64588126e-05]
proportional 			[-1.06386220e-04  1.99191799e+03  1.10616855e+01  1.12535308e-04]
threatening 			[-1.92912320e-05  1.99602106e+03  1.11968518e+01  2.34818999e-05]
converge 			[1.74652638e-05 1.99411601e+03 2.54605247e+01 3.70380333e-06]
cover 			[-2.54379027e-05  2.00099575e+03  3.00200449e+01  3.04962967e-05]
polity 			[-3.58041243e-05  1.99548625e+03  8.88085681e-01  3.78831887e-05]
pretty 			[2.20458017e-05 1.99556754e+03 7.84665525e-01 4.90230328e-06]
feared 			[1.35321085e-05 1.99120601e+03 1.55931315e+01 2.30690200e-06]
frame 			[3.95196256e-05 1.99595867e+03 2.42616004e+01 2.95887405e-06]
corruption 			[-1.63377995e-05  1.99898085e+03  2.58094148e+01  1.73147493e-05]
overcome 			[-7.07875916e-05  2.00144013e+03  4.72552842e-01  8.22542626e-05]
behave 			[1.91961217e-05 1.99602584e+03 2.24279851e+01 3.72416321e-06]
intelligence 			[7.04881378e-05 2.00000248e+03 1.67458723e+01 1.11835470e-05]
error 			[1.42057397e-04 1.99464546e+03 1.33685575e+00 2.24549653e-05]
jury 			[2.59970813e-04 1.99600123e+03 2.27643217e+01 6.90019335e-06]
trial 			[6.61656701e-05 1.99721432e+03 1.72075283e+00 1.12218785e-05]
valuing 			[6.13669324e-05 2.00093728e+03 2.20900655e-01 1.69054967e-06]
affective 			[2.19867073e-05 2.00018256e+03 3.77833650e+00 4.25952149e-06]
self-defeating 			[-4.77897722e-05  1.99092161e+03  2.34212094e+01  5.32274765e-05]
es 			[1.68120622e-05 1.99790606e+03 1.81043611e+01 1.50419551e-06]
male 			[-1.06703946e-04  1.99202571e+03  1.62921218e-01  1.08604720e-04]
opening 			[1.17058218e-05 1.99576033e+03 2.09243391e+00 2.55235303e-06]
organs 			[2.72038732e-05 2.00123412e+03 2.34328316e+00 3.71334499e-06]
unions 			[5.36304107e-05 1.99907773e+03 2.80390550e+01 1.24683796e-05]
valued 			[-5.14154047e-05  1.99008152e+03 -3.86349850e+01  5.93753186e-05]
determinants 			[1.42530153e-05 1.99605951e+03 3.61785926e+00 1.31260087e-06]
campaigns 			[2.72558800e-05 1.99098855e+03 2.46186444e+01 2.98496770e-06]
broadcast 			[-2.33891194e-05  2.00259001e+03  1.49920236e+00  2.59022363e-05]
advantaged 			[5.08481897e-05 2.00112184e+03 1.22337160e+01 3.87709283e-06]
marry 			[2.82193890e-04 2.00301730e+03 3.23382299e+01 1.72202169e-05]
marriage 			[3.51660816e-04 1.99900412e+03 2.48716908e+01 2.90238697e-05]
amend 			[-2.96365536e-05  1.99708334e+03  4.41401223e-01  2.93328881e-05]
proportionality 			[-1.12439170e-04  1.98991618e+03  2.33557226e+01  1.17060543e-04]
minimis 			[-1.48088233e-04  1.99090644e+03  2.61207040e+01  1.59424326e-04]
visited 			[2.94072658e-05 2.00204402e+03 2.43606193e+01 6.34993783e-06]
handicapped 			[-3.14266594e-05  1.99171618e+03  2.91901354e+01  3.72186920e-05]
population 			[7.14765989e-05 1.99807971e+03 6.53150605e-01 1.18566149e-05]
impair 			[-2.20934597e-05  1.99640845e+03  3.33737860e+01  2.55758649e-05]
borrow 			[1.77035992e-05 1.99510380e+03 9.44849328e+00 2.02822137e-06]
jon 			[-4.68423052e-05  2.00184438e+03  4.63357050e-01  4.30047833e-05]
larry 			[-2.27331851e-05  1.99645158e+03  4.95451175e-01  2.70506279e-05]
catharine 			[-1.92216568e-05  1.99477890e+03  9.79055777e+00  2.18972289e-05]
1989 			[-3.09743736e-04  1.99426536e+03  1.14321060e+00  3.75135237e-04]
dissonance 			[-4.65883237e-05  1.99197756e+03  1.28506887e+01  5.47376085e-05]
concealed 			[1.96235236e-05 1.99898567e+03 1.82068281e+00 2.15703129e-06]
proportion 			[1.76851581e-05 1.99708785e+03 1.23080344e+01 8.00684147e-07]
watkins 			[-4.06272627e-04  1.98890623e+03  2.62569712e+01  4.04802381e-04]
aristotelian 			[-2.82753457e-05  1.99499746e+03  2.37682732e+01  2.90951263e-05]
noteworthy 			[3.29706340e-05 1.99899073e+03 2.05449222e+01 3.04007663e-06]
higher 			[2.95068706e-04 1.99743780e+03 4.64960659e+00 5.81993826e-05]
smoke 			[3.35681735e-05 1.99495626e+03 2.49880225e+01 3.90897169e-06]
dewey 			[-3.00576907e-05  1.99295111e+03  1.03324235e+01  3.30011028e-05]
okin 			[-5.85971976e-05  1.99191195e+03  4.13045408e-01  5.91231172e-05]
xx 			[4.28003965e-05 2.00307276e+03 2.53308967e+01 2.71054767e-06]
phil 			[-4.38630799e-05  1.99547718e+03  8.87352178e+00  5.14705052e-05]
display 			[3.69437523e-05 1.99705147e+03 1.50236336e+01 7.99745538e-07]
philosophers 			[3.12066611e-05 1.99401365e+03 2.17474582e+01 3.16767527e-06]
educated 			[1.24572315e-05 1.99119166e+03 1.18876561e+01 2.22075170e-06]
conspicuous 			[-6.00291286e-05  1.99426424e+03  1.88448449e+00  6.96936010e-05]
household 			[1.47598662e-05 1.99805145e+03 1.60093318e+00 3.64734957e-06]
studied 			[1.68001405e-05 1.99695294e+03 4.62453339e+00 3.44746142e-06]
veil 			[7.17030474e-05 2.00211574e+03 1.42621654e+01 2.21082151e-06]
plessy 			[-2.00173140e-05  1.99500696e+03  4.07481014e+01  2.31293468e-05]
cleburne 			[-3.26722868e-05  1.99372454e+03  8.52527021e-01  3.94389299e-05]
ordinance 			[-3.99678749e-05  1.99402047e+03  2.44399741e+01  4.24915078e-05]
inspired 			[-3.09382111e-05  1.99045271e+03  3.44229758e+01  3.66200763e-05]
indian 			[-3.98240445e-05  1.99188704e+03  2.51397970e+01  4.55416305e-05]
montana 			[9.78531306e-05 1.99801825e+03 1.35889782e+01 3.34153756e-06]
devins 			[2.42533988e-05 1.99841985e+03 4.39546268e+01 2.87864170e-06]
dynamic 			[3.43087688e-05 1.99703537e+03 1.68715490e+01 7.47011238e-06]
votes 			[1.39367514e-04 2.00076526e+03 2.47882551e+00 1.96343769e-05]
